,bs_clade,bs_species,clade,phy_species,group,dN,dS,Clade.Size,W
38,1_8,Polyodon_spathula_AY510086.1,1,Polyodon_spathula_AY510086.1,ingroup,0.003535667,0.117188,2,0.030170893
39,1_9,Acipenser_fulvescens_KU985082.2,1,Acipenser_persicus_MW713795.1,ingroup,0.002085,0.093102333,25,0.022394713
40,1_9,Polyodon_spathula_AY510086.1,1,Polyodon_spathula_AY510086.1,ingroup,0.003723,0.147458333,2,0.02524781
41,10_1,Conger_myriaster_AB038381.2,10,Heteroconger_hassi_NC_013629.1,ingroup,0.013761333,0.451081,194,0.030507455
42,10_1,Facciolella_oxyrhyncha_NC_013621.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.007586,0.284214333,42,0.026691124
43,10_10,Heteroconger_hassi_NC_013629.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.006414,0.326589,194,0.019639363
44,10_10,Nettastoma_parviceps_NC_013625.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.007064,0.355428333,42,0.019874611
45,10_11,Conger_myriaster_AB038381.2,10,Heteroconger_hassi_NC_013629.1,ingroup,0.013605333,0.483964333,194,0.028112264
46,10_11,Hoplunnis_punctata_NC_013623.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.005403667,0.254473333,42,0.021234707
47,10_12,Conger_japonicus_KR131863.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.014134667,0.441809667,194,0.03199266
48,10_12,Hoplunnis_punctata_NC_013623.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.005549,0.252033,42,0.022016958
49,10_13,Ariosoma_shiroanago_NC_013632.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.033032667,0.775511333,194,0.042594692
50,10_13,Hoplunnis_punctata_NC_013623.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.007907333,0.407076,42,0.01942471
51,10_14,Paraconger_notialis_NC_013630.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.006708667,0.322660333,194,0.02079173
52,10_14,Hoplunnis_punctata_NC_013623.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.006300333,0.361831,42,0.017412365
53,10_15,Heteroconger_hassi_NC_013629.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.006302333,0.342131,194,0.018420819
54,10_15,Hoplunnis_punctata_NC_013623.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.006467667,0.365634333,42,0.017688893
55,10_2,Conger_japonicus_KR131863.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.014292,0.415267,194,0.034416412
56,10_2,Facciolella_oxyrhyncha_NC_013621.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.007744333,0.279512333,42,0.027706589
57,10_3,Ariosoma_shiroanago_NC_013632.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.032152667,0.650169,194,0.049452783
58,10_3,Facciolella_oxyrhyncha_NC_013621.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.009154333,0.353042333,42,0.025929846
59,10_4,Paraconger_notialis_NC_013630.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.007055333,0.307245333,194,0.022963191
60,10_4,Facciolella_oxyrhyncha_NC_013621.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.008461,0.398998333,42,0.021205602
61,10_5,Heteroconger_hassi_NC_013629.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.006476667,0.347288333,194,0.018649249
62,10_5,Facciolella_oxyrhyncha_NC_013621.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.008334333,0.424238667,42,0.019645388
63,10_6,Conger_myriaster_AB038381.2,10,Heteroconger_hassi_NC_013629.1,ingroup,0.013473667,0.423042333,194,0.031849452
64,10_6,Nettastoma_parviceps_NC_013625.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.00598,0.229470333,42,0.026060014
65,10_7,Conger_japonicus_KR131863.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.014153667,0.396134333,194,0.035729462
66,10_7,Nettastoma_parviceps_NC_013625.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.006217667,0.240886667,42,0.025811585
67,10_8,Ariosoma_shiroanago_NC_013632.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.032783667,0.658944,194,0.049751825
68,10_8,Nettastoma_parviceps_NC_013625.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.007899667,0.358065667,42,0.022062061
69,10_9,Paraconger_notialis_NC_013630.1,10,Heteroconger_hassi_NC_013629.1,ingroup,0.006815,0.350686333,194,0.019433321
70,10_9,Nettastoma_parviceps_NC_013625.1,10,Facciolella_oxyrhyncha_NC_013621.1,ingroup,0.006972333,0.401063,42,0.017384634
71,100_1,Gasterosteus_aculeatus_MH205729.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.003712333,0.224630667,18,0.016526387
72,100_1,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006183333,0.396857333,3,0.015580746
73,100_10,Pungitius_kaibarae_KY628303.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005449667,0.248058,18,0.021969324
74,100_10,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006262667,0.388562,3,0.016117548
75,100_11,Gasterosteus_aculeatus_MH205729.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.004863333,0.29996,18,0.016213273
76,100_11,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006721,0.281967,3,0.023836123
77,100_12,Pungitius_laevis_KT989567.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006569333,0.376844667,18,0.01743247
78,100_12,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006949333,0.324422333,3,0.021420638
79,100_13,Pungitius_tymensis_KU255082.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006321,0.350239,18,0.018047676
80,100_13,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006971333,0.319732333,3,0.021803655
81,100_14,Gasterosteus_wheatlandi_AB445129.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006300667,0.377018333,18,0.016711831
82,100_14,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006792667,0.33119,3,0.020509879
83,100_15,Pungitius_pungitius_KT989571.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005990667,0.351838,18,0.017026776
84,100_15,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006878,0.323040333,3,0.021291459
85,100_16,Culaea_inconstans_AB445125.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.011408333,0.415415,18,0.027462497
86,100_16,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.007257667,0.301033667,3,0.024109153
87,100_17,Apeltes_quadracus_AB445126.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.008775667,0.365398667,18,0.02401669
88,100_17,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006941667,0.307785,3,0.022553622
89,100_18,Pungitius_platygaster_KT989570.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006481,0.366950333,18,0.017661791
90,100_18,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006792667,0.307045333,3,0.022122683
91,100_19,Pungitius_hellenicus_KU236383.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.007158667,0.359612333,18,0.019906622
92,100_19,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.007044,0.311790333,3,0.022592105
93,100_2,Pungitius_laevis_KT989567.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005421333,0.270210667,18,0.020063358
94,100_2,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006580667,0.405195333,3,0.016240727
95,100_20,Pungitius_kaibarae_KY628303.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006787667,0.363151,18,0.018691031
96,100_20,Hypoptychus_dybowskii_AP004437.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006774333,0.334780667,3,0.020235139
97,100_21,Gasterosteus_aculeatus_MH205729.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.004934333,0.199125333,18,0.024780038
98,100_21,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014752333,0.422241667,3,0.034938128
99,100_22,Pungitius_laevis_KT989567.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006263667,0.214214,18,0.02924023
100,100_22,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014700333,0.426273,3,0.034485725
101,100_23,Pungitius_tymensis_KU255082.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005932333,0.216464667,18,0.02740555
102,100_23,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014743667,0.448632667,3,0.03286356
103,100_24,Gasterosteus_wheatlandi_AB445129.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005510667,0.200251667,18,0.027518706
104,100_24,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014117667,0.389709667,3,0.036226114
105,100_25,Pungitius_pungitius_KT989571.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005695,0.198573667,18,0.028679533
106,100_25,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014626,0.430639333,3,0.033963456
107,100_26,Culaea_inconstans_AB445125.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.009481333,0.252331667,18,0.037574885
108,100_26,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.013626333,0.381347667,3,0.035732049
109,100_27,Apeltes_quadracus_AB445126.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.007343333,0.238458667,18,0.030794995
110,100_27,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.013772333,0.401058333,3,0.034339975
111,100_28,Pungitius_platygaster_KT989570.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.00642,0.216227,18,0.029691019
112,100_28,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014719,0.413891667,3,0.035562446
113,100_29,Pungitius_hellenicus_KU236383.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006815,0.232627333,18,0.029295784
114,100_29,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014798333,0.433601667,3,0.034128866
115,100_3,Pungitius_tymensis_KU255082.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005259333,0.248514667,18,0.02116307
116,100_3,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006607,0.402086667,3,0.016431781
117,100_30,Pungitius_kaibarae_KY628303.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006433667,0.227693667,18,0.0282558
118,100_30,Aulorhynchus_flavidus_AP009196.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.014533,0.469715667,3,0.030939994
119,100_4,Gasterosteus_wheatlandi_AB445129.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.004352667,0.324682667,18,0.01340591
120,100_4,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006158667,0.366992667,3,0.016781443
121,100_5,Pungitius_pungitius_KT989571.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.004859667,0.236846333,18,0.020518226
122,100_5,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006460333,0.384220667,3,0.016814122
123,100_6,Culaea_inconstans_AB445125.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.009896667,0.370538667,18,0.026708863
124,100_6,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006629667,0.42472,3,0.0156095
125,100_7,Apeltes_quadracus_AB445126.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.007312333,0.261466667,18,0.027966599
126,100_7,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006264667,0.379958667,3,0.016487758
127,100_8,Pungitius_platygaster_KT989570.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.005946667,0.270081,18,0.022018086
128,100_8,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006966,0.387961,3,0.017955413
129,100_9,Pungitius_hellenicus_KU236383.1,100,Pungitius_tymensis_KU255082.1,ingroup,0.006143667,0.262935,18,0.023365724
130,100_9,Aulichthys_japonicus_AB445127.1,100,Aulichthys_japonicus_AB445127.1,ingroup,0.006788333,0.390005333,3,0.017405745
131,101_1,Bothrocara_hollandi_MK069496.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004968333,0.106927667,302,0.046464432
132,101_1,Anarrhichthys_ocellatus_MG551528.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001710667,0.113597667,5,0.015058995
133,101_10,Lycodes_polaris_MK910376.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004194,0.106381,302,0.039424333
134,101_10,Anarhichas_denticulatus_KX118028.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001974667,0.100862,5,0.019577905
135,101_11,Lycodes_tanakae_KX148472.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004003333,0.106069667,302,0.03774249
136,101_11,Anarhichas_denticulatus_KX118028.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002025,0.096958333,5,0.02088526
137,101_12,Lycodes_toyamensis_AP004448.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004481,0.096334667,302,0.046514927
138,101_12,Anarhichas_denticulatus_KX118028.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001766667,0.082619333,5,0.021383211
139,101_13,Bothrocara_hollandi_MK069496.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.005290333,0.117971,302,0.044844354
140,101_13,Anarhichas_lupus_KX117949.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001719333,0.090997,5,0.018894396
141,101_14,Lycodes_brevipes_MK133251.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004199,0.116937,302,0.035908224
142,101_14,Anarhichas_lupus_KX117949.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001958333,0.096474,5,0.020299079
143,101_15,Lycodes_raridens_MN604279.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004601,0.111341,302,0.041323502
144,101_15,Anarhichas_lupus_KX117949.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001892,0.089953667,5,0.02103305
145,101_16,Lycodes_polaris_MK910376.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004141,0.110261667,302,0.037556117
146,101_16,Anarhichas_lupus_KX117949.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002079333,0.101946667,5,0.020396286
147,101_17,Lycodes_tanakae_KX148472.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.003951333,0.109812667,302,0.035982491
148,101_17,Anarhichas_lupus_KX117949.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002129,0.098008667,5,0.021722569
149,101_18,Lycodes_toyamensis_AP004448.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004446667,0.100582,302,0.044209368
150,101_18,Anarhichas_lupus_KX117949.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001939667,0.083669333,5,0.023182528
151,101_19,Bothrocara_hollandi_MK069496.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.005223,0.114104333,302,0.045773897
152,101_19,Anarhichas_minor_KX118014.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001576667,0.091661,5,0.017201063
153,101_2,Lycodes_brevipes_MK133251.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004082333,0.098305,302,0.04152722
154,101_2,Anarrhichthys_ocellatus_MG551528.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002180333,0.110811667,5,0.019676027
155,101_20,Lycodes_brevipes_MK133251.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004101333,0.111780667,302,0.036690901
156,101_20,Anarhichas_minor_KX118014.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001801667,0.095434333,5,0.018878601
157,101_21,Lycodes_raridens_MN604279.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004581333,0.106366,302,0.043071408
158,101_21,Anarhichas_minor_KX118014.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001768667,0.089634,5,0.019732096
159,101_22,Lycodes_polaris_MK910376.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004092,0.106138,302,0.038553581
160,101_22,Anarhichas_minor_KX118014.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001974667,0.101782,5,0.019400942
161,101_23,Lycodes_tanakae_KX148472.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.003902,0.105748,302,0.036899043
162,101_23,Anarhichas_minor_KX118014.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002024,0.098045333,5,0.020643512
163,101_24,Lycodes_toyamensis_AP004448.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004429,0.097851333,302,0.045262541
164,101_24,Anarhichas_minor_KX118014.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001816,0.085259333,5,0.021299721
165,101_3,Lycodes_raridens_MN604279.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004544667,0.095844,302,0.047417331
166,101_3,Anarrhichthys_ocellatus_MG551528.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002095333,0.111434667,5,0.018803245
167,101_4,Lycodes_polaris_MK910376.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004007,0.097057667,302,0.041284735
168,101_4,Anarrhichthys_ocellatus_MG551528.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002265333,0.122553667,5,0.018484419
169,101_5,Lycodes_tanakae_KX148472.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.003846,0.096496333,302,0.039856437
170,101_5,Anarrhichthys_ocellatus_MG551528.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002312,0.119044,5,0.01942139
171,101_6,Lycodes_toyamensis_AP004448.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004298,0.089350333,302,0.048102786
172,101_6,Anarrhichthys_ocellatus_MG551528.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.002046333,0.105741,5,0.019352317
173,101_7,Bothrocara_hollandi_MK069496.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.005220667,0.112395333,302,0.046449141
174,101_7,Anarhichas_denticulatus_KX118028.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001477333,0.08896,5,0.016606715
175,101_8,Lycodes_brevipes_MK133251.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004249667,0.112372333,302,0.037817731
176,101_8,Anarhichas_denticulatus_KX118028.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001856,0.094953333,5,0.019546444
177,101_9,Lycodes_raridens_MN604279.1,101,Lycodes_toyamensis_AP004448.1,ingroup,0.004627333,0.104224333,302,0.044397821
178,101_9,Anarhichas_denticulatus_KX118028.1,101,Anarrhichthys_ocellatus_MG551528.1,ingroup,0.001720333,0.086254667,5,0.019944815
179,102_1,Liparis_ochotensis_MG718032.1,102,Liparis_tessellatus_MN880630.1,ingroup,0.009217333,0.346978333,399,0.026564579
180,102_1,Aptocyclus_ventricosus_AP004443.1,102,Aptocyclus_ventricosus_AP004443.1,ingroup,0.006902667,0.150803,27,0.045772741
181,102_2,Liparis_tessellatus_MN880630.1,102,Liparis_tessellatus_MN880630.1,ingroup,0.00882,0.392240667,399,0.022486195
182,102_2,Aptocyclus_ventricosus_AP004443.1,102,Aptocyclus_ventricosus_AP004443.1,ingroup,0.006797667,0.14368,27,0.047311154
183,103_1,Gymnocanthus_intermedius_KX148473.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.002128333,0.139091667,221,0.01530166
184,103_1,Mesocottus_haitej_KF170219.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.004414667,0.22144,107,0.019936175
185,103_10,Clinocottus_analis_FJ848374.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.017249333,0.372335,221,0.046327456
186,103_10,Mesocottus_haitej_KF170219.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.004701,0.230968667,107,0.02035341
187,103_100,Clinocottus_analis_FJ848374.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.017100333,0.367435667,221,0.046539666
188,103_100,Cottus_cognatus_MW856888.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.003693667,0.218898333,107,0.016873891
189,103_11,Gymnocanthus_intermedius_KX148473.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.001681333,0.151107,221,0.011126773
190,103_11,Cottus_amblystomopsis_KY563345.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.003339333,0.283326,107,0.011786187
191,103_12,Gymnocanthus_herzensteini_KX148474.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.001541667,0.144985667,221,0.010633235
192,103_12,Cottus_amblystomopsis_KY563345.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.003684,0.278284,107,0.013238275
193,103_13,Myoxocephalus_scorpius_MK321578.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.001033333,0.168272,221,0.006140851
194,103_13,Cottus_amblystomopsis_KY563345.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.003469,0.315296667,107,0.011002336
195,103_14,Myoxocephalus_jaok_MN162695.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.001020333,0.169864667,221,0.006006743
196,103_14,Cottus_amblystomopsis_KY563345.1,103,Cottus_dzungaricus_MH638324.1,ingroup,0.003484667,0.310891667,107,0.01120862
197,103_15,Cottiusculus_nihonkaiensis_MK224511.1,103,Clinocottus_analis_FJ848374.1,ingroup,0.004168333,0.145580667,221,0.028632465
